latitude,longitude,popularity,surcharge
40.740442,-73.994593,14054.0,1.0
40.741617,-73.993739,11001.0,1.0
40.7507927,-74.0056333,8534.0,1.0
40.742708,-73.984529,7279.0,1.0
40.741471,-73.985428,6790.0,1.0
40.741031,-73.994165,7174.0,1.0
40.742233,-73.993292,13588.0,1.0
40.743568,-73.992318,7623.0,1.0
40.7514557,-73.9760254,17732.0,1.0
40.749706,-73.991563,24206.0,1.0
40.742901,-73.992805,9408.0,1.0
40.73986,-73.995018,8589.0,1.0
40.743389,-73.986147,6096.0,1.0
40.7795072,-73.9555814,20128.0,1.1
40.740261,-74.005864,4738.0,1.0
40.738317,-73.987726,9000.0,1.0
40.7416561,-74.0048858,7690.0,1.0
40.74108,-74.001555,9140.0,1.0
40.742026,-73.982912,4112.0,1.0
40.739088,-73.991375,7976.0,1.0
40.7515147,-73.9939557,13671.0,1.0
40.743425,-73.999848,5151.0,1.0
40.737147,-73.988578,7725.0,1.0
40.740942,-74.007483,7475.0,1.0
40.7421653,-73.9746885,2287.0,1.0
40.744802,-73.991419,10132.0,1.0
40.739272,-73.995446,6403.0,1.0
40.739755,-74.0025244,6722.0,1.0
40.737729,-73.9881523,6515.0,1.0
40.7388264,-73.983148,8746.0,1.0
40.7422567,-74.0043512,4224.0,1.0
40.739631,-74.006334,4229.0,1.0
40.742587,-73.98041,5697.0,1.0
40.741351,-73.981312,5226.0,1.0
40.745294,-73.998486,10218.0,1.0
40.742839,-74.000275,4054.0,1.0
40.744627,-73.985243,6671.0,1.0
40.7421284,-73.9747153,2214.0,1.0
40.737361,-73.99684,11855.0,1.0
40.74079,-73.983812,1575.0,1.0
40.7615047,-73.9978445,2325.0,1.0
40.7409556,-73.9746297,2571.0,1.0
40.74769,-74.004168,7923.0,1.0
40.7766012,-73.9466301,3159.0,1.0
40.7510799,-74.0024878,4757.0,1.0
40.738488,-73.989952,3576.0,1.0
40.7395069,-73.9847562,4016.0,1.0
40.756567,-73.990276,16934.0,1.0
40.736691,-73.99312,10328.0,1.0
40.740196,-73.986359,7154.0,1.0
40.738504,-73.991798,8868.0,1.0
40.742089,-73.984977,3800.0,1.0
40.74347,-74.007238,4551.0,1.0
40.739522,-73.986849,6376.0,1.0
40.742772,-73.986597,3568.0,1.0
40.742904,-74.0076536,2829.0,1.0
40.743205,-73.979959,4827.0,1.0
40.7422885,-74.0044325,4149.0,1.0
40.748439,-73.98456,10200.0,1.0
40.744498,-73.981109,4498.0,1.0
40.763659,-73.973465,14983.0,1.0
40.739497,-73.982665,5182.0,1.0
40.7864873,-73.9721756,7713.0,1.0
40.7403078,-74.0079577,3367.0,1.0
40.745816,-74.005535,3286.0,1.0
40.7402559,-73.9905265,7234.0,1.0
40.741668,-74.001129,4241.0,1.0
40.748355,-74.003684,5271.0,1.0
40.7415414,-73.98751,1526.0,1.0
40.7404552,-74.0020106,4068.0,1.0
40.758532,-73.9888431,12336.0,1.0
40.7507764,-73.9744431,6490.0,1.0
40.736668,-73.997341,7166.0,1.0
40.741408,-73.983362,3754.0,1.0
40.7389006,-73.9873016,7985.0,1.0
40.7521958,-73.9934597,8212.0,1.0
40.734532,-73.992266,3518.0,1.0
40.740945,-74.005366,3436.0,1.0
40.734261,-73.983549,1728.0,1.0
40.7500365,-73.9913122,11525.0,1.0
40.7502935,-73.9948451,10538.0,1.0
40.7508962,-73.9944062,10745.0,1.0
40.749101,-73.992006,18398.0,1.0
40.740733,-73.981762,3468.0,1.0
40.742254,-74.000703,3907.0,1.0
40.740853,-73.985879,5769.0,1.0
40.775148,-73.945275,1277.0,1.0
40.73733,-73.992654,5558.0,1.0
40.744562,-73.983177,7196.0,1.0
40.765521,-73.980036,8512.0,1.0
40.74088,-73.99007,6729.0,1.0
40.7623343,-73.9823574,7104.0,1.0
40.745383,-73.994709,11854.0,1.0
40.7616111,-73.9686338,9340.0,1.0
40.7784828,-73.9452574,3570.0,1.0
40.744186,-73.991871,5813.0,1.0
40.740115,-73.982211,3017.0,1.0
40.743945,-73.983627,7322.0,1.0
40.7516739,-74.0077291,1990.0,1.0
40.7636462,-73.9776851,18225.0,1.0
40.7642983,-73.9556286,6043.0,1.0
40.748974,-74.003236,3508.0,1.0
40.762967,-73.973968,12436.0,1.0
40.7691032,-73.9885656,8162.0,1.0
40.776888,-73.9493698,4472.0,1.1
40.7398377,-73.989577,2063.0,1.0
40.7488769,-74.006932,3609.0,1.0
40.7313565,-73.982557,7802.0,1.0
40.7617189,-73.9828071,5423.0,1.0
40.7633783,-73.9964573,2983.0,1.0
40.76661,-73.9866698,2758.0,1.0
40.745181,-73.982727,4206.0,1.0
40.745734,-73.980209,3352.0,1.0
40.743825,-73.979508,2819.0,1.0
40.7572335,-73.9897914,12721.0,1.0
40.760418,-73.975831,10310.0,1.0
40.747235,-73.993359,8261.0,1.0
40.734784,-73.998714,6633.0,1.0
40.735391,-73.998274,5960.0,1.0
40.7573404,-73.986013,4491.0,1.0
40.7401352,-74.0059578,2313.0,1.0
40.7555037,-73.9680652,8610.0,1.0
40.735313,-73.994118,5199.0,1.0
40.738686,-73.995874,3639.0,1.0
40.750209,-74.002332,3160.0,1.0
40.744008,-73.985696,3321.0,1.0
40.744009,-73.999422,4109.0,1.0
40.744066,-73.987746,3134.0,1.0
40.7823112,-73.9485053,2726.0,1.0
40.73941,-73.9767,3265.0,1.0
40.748469,-73.992463,9526.0,1.0
40.7371144,-73.9903426,2561.0,1.0
40.7524145,-73.9783711,7171.0,1.0
40.7622356,-73.9681807,11237.0,1.0
40.731065,-74.001413,5374.0,1.0
40.739177,-73.989765,2390.0,1.0
40.751088,-73.9868238,6420.0,1.0
40.7404018,-73.979098,3206.0,1.0
40.7616583,-73.9865645,9878.0,1.0
40.7642198,-73.9709542,6326.0,1.0
40.7788316,-73.953979,7205.0,1.0
40.744763,-73.995161,7300.0,1.0
40.745726,-73.978121,5485.0,1.0
40.732255,-73.996351,5317.0,1.0
40.7408836,-73.9879839,3632.0,1.0
40.744646,-74.006385,2604.0,1.0
40.755193,-73.971217,9579.0,1.0
40.732347,-73.984941,4741.0,1.0
40.7381652,-73.9836326,4051.0,1.0
40.747168,-73.9854922,8597.0,1.0
40.7648393,-73.9805314,7190.0,1.0
40.732929,-74.000066,5717.0,1.0
40.737917,-73.992225,4601.0,1.0
40.7835456,-73.9476028,2766.0,1.0
40.7441986,-73.9803967,2686.0,1.0
40.745244,-73.984794,3396.0,1.0
40.756766,-73.967152,8838.0,1.0
40.735134,-74.006069,2776.0,1.0
40.7746141,-73.9480817,2144.0,1.1
40.730228,-74.006857,3623.0,1.0
40.734672,-73.994585,4143.0,1.0
40.7485042,-73.988708,5835.0,1.0
40.7609292,-73.9691318,7323.0,1.0
40.725674,-74.005781,4525.0,1.0
40.74446,-73.9790542,4257.0,1.0
40.754707,-73.991633,7195.0,1.0
40.754877,-73.96852,6196.0,1.0
40.778137,-73.9544814,7230.0,1.0
40.729558,-73.989902,2517.0,1.0
40.7346947,-73.990781,4169.0,1.0
40.7507747,-73.9765352,6444.0,1.0
40.76104,-73.975373,9085.0,1.0
40.735845,-74.00596,2368.0,1.0
40.738552,-73.999684,9566.0,1.0
40.745231,-74.00596,2507.0,1.0
40.734439,-74.006181,2875.0,1.0
40.736506,-73.9888706,3844.0,1.0
40.73693,-73.9786506,1501.0,1.0
40.744061,-74.006811,1762.0,1.0
40.745058,-73.978607,5523.0,1.0
40.7510494,-73.9907438,4400.0,1.0
40.7545043,-73.9656965,3012.0,1.0
